Time,Open,High,Low,Close,Vol
2026.07.20 13:18:00,2417.59,2418.48,2417.27,2417.86,352
2026.07.20 13:19:00,2417.86,2417.93,2417.11,2417.55,122
2026.07.20 13:20:00,2417.55,2417.76,2417.41,2417.48,411
2026.07.20 13:21:00,2417.48,2417.57,2417.25,2417.45,291
2026.07.20 13:22:00,2417.45,2418.48,2417.05,2417.82,94
2026.07.20 13:23:00,2417.82,2418.02,2416.83,2417.53,85
2026.07.20 13:24:00,2417.53,2418.36,2417.50,2417.76,111
2026.07.20 13:25:00,2417.76,2418.13,2417.41,2417.70,357
2026.07.20 13:26:00,2417.70,2418.53,2417.42,2418.15,344
2026.07.20 13:27:00,2418.15,2418.85,2417.09,2417.44,380
2026.07.20 13:28:00,2417.44,2418.47,2417.19,2418.19,434
2026.07.20 13:29:00,2418.19,2418.68,2417.55,2418.21,61
2026.07.20 13:30:00,2418.21,2418.82,2417.46,2418.14,113
2026.07.20 13:31:00,2418.14,2418.82,2417.68,2418.12,447
2026.07.20 13:32:00,2418.12,2418.47,2417.63,2418.08,162
2026.07.20 13:33:00,2418.08,2418.62,2417.19,2417.50,364
2026.07.20 13:34:00,2417.50,2417.80,2416.88,2417.48,71
2026.07.20 13:35:00,2417.48,2417.99,2417.07,2417.67,449
2026.07.20 13:36:00,2417.67,2417.71,2417.15,2417.43,293
2026.07.20 13:37:00,2417.43,2418.44,2417.12,2417.69,323
2026.07.20 13:38:00,2417.69,2418.23,2417.18,2417.90,369
2026.07.20 13:39:00,2417.90,2418.52,2417.83,2418.03,306
2026.07.20 13:40:00,2418.03,2418.45,2417.59,2418.32,355
2026.07.20 13:41:00,2418.32,2418.92,2417.63,2418.21,351
2026.07.20 13:42:00,2418.21,2418.25,2417.74,2418.17,426
2026.07.20 13:43:00,2418.17,2418.70,2417.47,2417.98,430
2026.07.20 13:44:00,2417.98,2419.06,2417.36,2418.27,73
2026.07.20 13:45:00,2418.27,2418.70,2417.06,2417.47,441
2026.07.20 13:46:00,2417.47,2417.74,2417.28,2417.63,136
2026.07.20 13:47:00,2417.63,2418.36,2417.03,2417.48,53
2026.07.20 13:48:00,2417.48,2417.84,2416.03,2416.79,235
2026.07.20 13:49:00,2416.79,2417.56,2415.59,2416.28,218
2026.07.20 13:50:00,2416.28,2416.28,2416.09,2416.14,341
2026.07.20 13:51:00,2416.14,2416.70,2415.33,2415.78,134
2026.07.20 13:52:00,2415.78,2416.63,2415.66,2415.97,389
2026.07.20 13:53:00,2415.97,2416.20,2415.77,2416.11,94
2026.07.20 13:54:00,2416.11,2416.70,2415.41,2416.61,340
2026.07.20 13:55:00,2416.61,2417.41,2416.42,2416.48,132
2026.07.20 13:56:00,2416.48,2417.51,2415.73,2416.79,249
2026.07.20 13:57:00,2416.79,2417.28,2416.08,2416.17,331
2026.07.20 13:58:00,2416.17,2417.16,2415.91,2416.72,87
2026.07.20 13:59:00,2416.72,2416.76,2415.97,2416.57,192
2026.07.20 14:00:00,2416.57,2416.60,2415.51,2416.10,370
2026.07.20 14:01:00,2416.10,2416.74,2415.39,2415.99,265
2026.07.20 14:02:00,2415.99,2417.20,2415.73,2416.44,132
2026.07.20 14:03:00,2416.44,2416.96,2416.00,2416.17,267
2026.07.20 14:04:00,2416.17,2417.42,2415.82,2416.99,261
2026.07.20 14:05:00,2416.99,2417.23,2416.37,2416.87,402
2026.07.20 14:06:00,2416.87,2417.59,2416.26,2416.53,143
2026.07.20 14:07:00,2416.53,2416.94,2416.15,2416.42,62
2026.07.20 14:08:00,2416.42,2417.14,2416.12,2416.22,232
2026.07.20 14:09:00,2416.22,2416.65,2415.68,2416.27,209
2026.07.20 14:10:00,2416.27,2417.62,2415.67,2416.99,371
2026.07.20 14:11:00,2416.99,2417.33,2416.87,2417.24,368
2026.07.20 14:12:00,2417.24,2417.81,2416.16,2416.29,141
2026.07.20 14:13:00,2416.29,2417.13,2415.67,2416.59,67
2026.07.20 14:14:00,2416.59,2417.36,2416.13,2416.49,382
2026.07.20 14:15:00,2416.49,2418.08,2415.96,2417.32,305
2026.07.20 14:16:00,2417.32,2417.45,2416.49,2416.77,100
2026.07.20 14:17:00,2416.77,2416.83,2416.01,2416.50,343
2026.07.20 14:18:00,2416.50,2417.87,2416.40,2417.26,220
2026.07.20 14:19:00,2417.26,2417.91,2416.71,2417.36,293
2026.07.20 14:20:00,2417.36,2417.66,2416.47,2417.24,336
